name,country,genre,date_of_birth,date_of_death
Joby Talbot,UNITED KINGDOM,Modern/Contemporary,born 1971,
Andrew March,UNITED KINGDOM,Modern/Contemporary,born 1973,
Tansy Davies,UNITED KINGDOM,Modern/Contemporary,born 1973,
Tim Benjamin,UNITED KINGDOM,Modern/Contemporary,born 1975,
Luke Bedford,UNITED KINGDOM,Modern/Contemporary,born 1978,
Charlotte Bray,UNITED KINGDOM,Modern/Contemporary,born 1982,
Sasha Siem,UNITED KINGDOM,Modern/Contemporary,born 1984,
aroque,UNITED STATES,Classical,,
Charles Theodore Pachelbel,UNITED STATES,Classical,1690,1750
John Antes,UNITED STATES,Classical,1740,1811
William Billings,UNITED STATES,Classical,1746,1800
Justin Morgan,UNITED STATES,Classical,1747,1798
Raynor Taylor,UNITED STATES,Classical,1747,1825
Supply Belcher,UNITED STATES,Classical,1751,1836
John Christopher Moller,UNITED STATES,Classical,1755,1803
Alexander Reinagle,UNITED STATES,Classical,1756,1809
Daniel Read,UNITED STATES,Classical,1757,1836
Samuel Adams Holyoke,UNITED STATES,Classical,1762,1820
Oliver Holden,UNITED STATES,Classical,1765,1844
Benjamin Carr,UNITED STATES,Classical,1768,1831
James Hewitt,UNITED STATES,Classical,1770,1827
Anthony Philip Heinrich,UNITED STATES,Romantic,1781,1861
Lowell Mason,UNITED STATES,Romantic,1792,1872
Francis Boott,UNITED STATES,Romantic,1813,1904
William Henry Fry,UNITED STATES,Romantic,1813,1864
Richard Storrs Willis,UNITED STATES,Romantic,1819,1900
George Frederick Bristow,UNITED STATES,Romantic,1825,1898
Edmond Dédé,UNITED STATES,Romantic,1827,1903
Charles Lucien Lambert,UNITED STATES,Romantic,1828,1896
J. C. D. Parker,UNITED STATES,Romantic,1828,1916
Louis Moreau Gottschalk,UNITED STATES,Romantic,1829,1869
William Mason,UNITED STATES,Romantic,1829,1908
Charles Crozat Converse,UNITED STATES,Romantic,1832,1918
Benjamin Johnson Lang,UNITED STATES,Romantic,1837,1909
Frederic Archer,UNITED STATES,Romantic,1838,1901
Eugene Thayer,UNITED STATES,Romantic,1838,1889
Dudley Buck,UNITED STATES,Romantic,1839,1909
John Knowles Paine,UNITED STATES,Romantic,1839,1906
Benjamin Dwight Allen,UNITED STATES,Romantic,1841,1914
William Gilchrist,UNITED STATES,Romantic,1846,1916
Silas G. Pratt,UNITED STATES,Romantic,1846,1916
John Thomas Douglass,UNITED STATES,Romantic,1847,1886
Frederick Grant Gleason,UNITED STATES,Romantic,1848,1903
"William Burdine Blake, Sr.",UNITED STATES,Romantic,1852,1938
Emma Roberto Steiner,UNITED STATES,Romantic,1852,1929
Arthur Foote,UNITED STATES,Romantic,1853,1937
Edwin Arthur Jones,UNITED STATES,Romantic,1853,1911
George Whitefield Chadwick,UNITED STATES,Romantic,1854,1931
John Philip Sousa,UNITED STATES,Romantic,1854,1932
Johann H. Beck,UNITED STATES,Romantic,1856,1924
George Strong,UNITED STATES,Romantic,1856,1948
Arthur H. Bird,UNITED STATES,Romantic,1856,1923
Humphrey John Stewart,UNITED STATES,Romantic,1856,1932
Edgar Stillman Kelley,UNITED STATES,Romantic,1857,1944
Henry Schoenefeld,UNITED STATES,Romantic,1857,1936
Harry Rowe Shelley,UNITED STATES,Romantic,1858,1947
Frank Van der Stucken,UNITED STATES,Romantic,1858,1929
Reginald De Koven,UNITED STATES,Romantic,1859,1920
Edward MacDowell,UNITED STATES,Romantic,1860,1908
Charles Martin Loeffler,UNITED STATES,Romantic,1861,1935
Walter Damrosch,UNITED STATES,Romantic,1862,1950
Henry Holden Huss,UNITED STATES,Romantic,1862,1953
Ethelbert Nevin,UNITED STATES,Romantic,1862,1901
Horatio Parker,UNITED STATES,Romantic,1863,1919
Sidney Homer,UNITED STATES,Romantic,1864?,1953
Jean Paul Kürsteiner,UNITED STATES,Romantic,1864,1943
Harvey Worthington Loomis,UNITED STATES,Romantic,1865,1930
Harry Burleigh,UNITED STATES,Romantic,1866,1949
Carl Valentin Wunderle,UNITED STATES,Romantic,1866,1944
Amy Beach,UNITED STATES,Romantic,1867,1944
Margaret Ruthven Lang,UNITED STATES,Romantic,1867,1972
Charles Sanford Skilton,UNITED STATES,Romantic,1868,1941
Harry Lawrence Freeman,UNITED STATES,Romantic,1869,1954
Victor Harris,UNITED STATES,Romantic,1869,1943
Scott Joplin,UNITED STATES,Modern/contemporary,1867/68,1917
Joseph Carl Breil,UNITED STATES,Modern/contemporary,1870,1926
Howard Brockway,UNITED STATES,Modern/contemporary,1870,1951
Louis Coerne,UNITED STATES,Modern/contemporary,1870,1922
Henry Eichheim,UNITED STATES,Modern/contemporary,1870,1942
Frederick Converse,UNITED STATES,Modern/contemporary,1871,1940
Henry Kimball Hadley,UNITED STATES,Modern/contemporary,1871,1937
Arthur Nevin,UNITED STATES,Modern/contemporary,1871,1943
Arthur Farwell,UNITED STATES,Modern/contemporary,1872,1952
Rubin Goldmark,UNITED STATES,Modern/contemporary,1872,1936
Edward Burlingame Hill,UNITED STATES,Modern/contemporary,1872,1960
Daniel Gregory Mason,UNITED STATES,Modern/contemporary,1873,1953
Mary Carr Moore,UNITED STATES,Modern/contemporary,1873,1957
Fitzhugh Andrews,UNITED STATES,Modern/contemporary,1873,1961
Charles Ives,UNITED STATES,Modern/contemporary,1874,1954
Bert R. Anthony,UNITED STATES,Modern/contemporary,1876,1923
Frederick Ayres,UNITED STATES,Modern/contemporary,1876,1926
John Alden Carpenter,UNITED STATES,Modern/contemporary,1876,1951
Carl Ruggles,UNITED STATES,Modern/contemporary,1876,1971
Blair Fairchild,UNITED STATES,Modern/contemporary,1877,1933
Frank La Forge,UNITED STATES,Modern/contemporary,1879,1953
Arthur Shepherd,UNITED STATES,Modern/contemporary,1880,1958
Charles Wakefield Cadman,UNITED STATES,Modern/contemporary,1881,1946
Paul Hastings Allen,UNITED STATES,Modern/contemporary,1882,1952
Marion Bauer,UNITED STATES,Modern/contemporary,1882,1955
Seth Bingham,UNITED STATES,Modern/contemporary,1882,1972
Ralph Lyford,UNITED STATES,Modern/contemporary,1882,1927
Charles Tomlinson Griffes,UNITED STATES,Modern/contemporary,1884,1920
Louis Gruenberg,UNITED STATES,Modern/contemporary,1884,1964
Wallingford Riegger,UNITED STATES,Modern/contemporary,1885,1961
Deems Taylor,UNITED STATES,Modern/contemporary,1885,1966
John J. Becker,UNITED STATES,Modern/contemporary,1886,1961
Edward Joseph Collins,UNITED STATES,Modern/contemporary,1886,1951
Joseph Lamb,UNITED STATES,Modern/contemporary,1887,1960
Florence Price,UNITED STATES,Modern/contemporary,1887,1953
Ernst Toch,UNITED STATES,Modern/contemporary,1887,1964
Philip Greeley Clapp,UNITED STATES,Modern/contemporary,1888,1954
Philip James,UNITED STATES,Modern/contemporary,1890,1975
Frederick Jacobi,UNITED STATES,Modern/contemporary,1891,1952
Katherine K. Davis,UNITED STATES,Modern/contemporary,1892,1980
Ferde Grofé,UNITED STATES,Modern/contemporary,1892,1972
Douglas Moore,UNITED STATES,Modern/contemporary,1893,1969
Bernard Rogers,UNITED STATES,Modern/contemporary,1893,1968
John Laurence Seymour,UNITED STATES,Modern/contemporary,1893,1986
Robert Russell Bennett,UNITED STATES,Modern/contemporary,1894,1981
Walter Piston,UNITED STATES,Modern/contemporary,1894,1976
Mark Wessel,UNITED STATES,Modern/contemporary,1894,1973
Leo Sowerby,UNITED STATES,Modern/contemporary,1895,1968
William Grant Still,UNITED STATES,Modern/contemporary,1895,1978
Howard Hanson,UNITED STATES,Modern/contemporary,1896,1981
Leroy Robertson,UNITED STATES,Modern/contemporary,1896,1971
Roger Sessions,UNITED STATES,Modern/contemporary,1896,1985
Virgil Thomson,UNITED STATES,Modern/contemporary,1896,1989
Henry Cowell,UNITED STATES,Modern/contemporary,1897,1965
Erich Korngold,UNITED STATES,Modern/contemporary,1897,1957
Stanley R. Avery,UNITED STATES,Modern/contemporary,1897,1967
Quincy Porter,UNITED STATES,Modern/contemporary,1897,1966
Ernst Bacon,UNITED STATES,Modern/contemporary,1898,1990
Avery Claflin,UNITED STATES,Modern/contemporary,1898,1979
George Gershwin,UNITED STATES,Modern/contemporary,1898,1937
Roy Harris,UNITED STATES,Modern/contemporary,1898,1979
John Woods Duke,UNITED STATES,Modern/contemporary,1899,1984
George Frederick McKay,UNITED STATES,Modern/contemporary,1899,1970
Randall Thompson,UNITED STATES,Modern/contemporary,1899,1984
George Antheil,UNITED STATES,Modern/contemporary,1900,1959
Aaron Copland,UNITED STATES,Modern/contemporary,1900,1990
Ernst Krenek,UNITED STATES,Modern/contemporary,1900,1991
Otto Luening,UNITED STATES,Modern/contemporary,1900,1996
Elinor Remick Warren,UNITED STATES,Modern/contemporary,1900,1991
Alfredo Antonini,UNITED STATES,Modern/contemporary,1901,1983
Ruth Crawford Seeger,UNITED STATES,Modern/contemporary,1901,1953
Harry Partch,UNITED STATES,Modern/contemporary,1901,1974
Celius Dougherty,UNITED STATES,Modern/contemporary,1902,1986
John Vincent,UNITED STATES,Modern/contemporary,1902,1977
Meredith Willson,UNITED STATES,Modern/contemporary,1902,1984
Vittorio Giannini,UNITED STATES,Modern/contemporary,1903,1966
Undine Smith Moore,UNITED STATES,Modern/contemporary,1904,1989
Marc Blitzstein,UNITED STATES,Modern/contemporary,1905,1964
Paul Creston,UNITED STATES,Modern/contemporary,1906,1985
Ross Lee Finney,UNITED STATES,Modern/contemporary,1906,1997
Miriam Gideon,UNITED STATES,Modern/contemporary,1906,1996
Hubert Klyne Headley,UNITED STATES,Modern/contemporary,1906,1996
Normand Lockwood,UNITED STATES,Modern/contemporary,1906,2002
Willson Osborne,UNITED STATES,Modern/contemporary,1906,1979
Louise Talma,UNITED STATES,Modern/contemporary,1906,1996
David Tamkin,UNITED STATES,Modern/contemporary,1906,1975
David Van Vactor,UNITED STATES,Modern/contemporary,1906,1994
Franz Waxman,UNITED STATES,Modern/contemporary,1906,1967
Alec Wilder,UNITED STATES,Modern/contemporary,1907,1980
Leroy Anderson,UNITED STATES,Modern/contemporary,1908,1975
Elliott Carter,UNITED STATES,Modern/contemporary,1908,2012
John Verrall,UNITED STATES,Modern/contemporary,1908,2001
Charles Naginski,UNITED STATES,Modern/contemporary,1909,1940
Elie Siegmeister,UNITED STATES,Modern/contemporary,1909,1991
Samuel Barber,UNITED STATES,Modern/contemporary,1910,1981
Paul Bowles,UNITED STATES,Modern/contemporary,1910,1999
William Schuman,UNITED STATES,Modern/contemporary,1910,1992
Bernard Herrmann,UNITED STATES,Modern/contemporary,1911,1975
Alan Hovhaness,UNITED STATES,Modern/contemporary,1911,2000
Julia Smith,UNITED STATES,Modern/contemporary,1911,1989
Wayne Barlow,UNITED STATES,Modern/contemporary,1912,1996
Arthur Berger,UNITED STATES,Modern/contemporary,1912,2003
John Cage,UNITED STATES,Modern/contemporary,1912,1992
Don Gillis,UNITED STATES,Modern/contemporary,1912,1978
Conlon Nancarrow,UNITED STATES,Modern/contemporary,1912,1997
Hugo Weisgall,UNITED STATES,Modern/contemporary,1912,1997
Milton Adolphus,UNITED STATES,Modern/contemporary,1913,1988
Margaret Bonds,UNITED STATES,Modern/contemporary,1913,1972
Norman Dello Joio,UNITED STATES,Modern/contemporary,1913,2008
Alvin Etler,UNITED STATES,Modern/contemporary,1913,1973
Vivian Fine,UNITED STATES,Modern/contemporary,1913,2000
Clare Grundman,UNITED STATES,Modern/contemporary,1913,1996
Morton Gould,UNITED STATES,Modern/contemporary,1913,1996
Jerome Moross,UNITED STATES,Modern/contemporary,1913,1983
Gardner Read,UNITED STATES,Modern/contemporary,1913,2005
Cecil Effinger,UNITED STATES,Modern/contemporary,1914,1990
Irving Fine,UNITED STATES,Modern/contemporary,1914,1963
Roger Goeb,UNITED STATES,Modern/contemporary,1914,1997
Alexei Haieff,UNITED STATES,Modern/contemporary,1914,1994
Gail Kubik,UNITED STATES,Modern/contemporary,1914,1984
David Diamond,UNITED STATES,Modern/contemporary,1915,2005
George Perle,UNITED STATES,Modern/contemporary,1915,2009
Vincent Persichetti,UNITED STATES,Modern/contemporary,1915,1987
Robert Strassburg,UNITED STATES,Modern/contemporary,1915,2003
Milton Babbitt,UNITED STATES,Modern/contemporary,1916,2011
Ellis B. Kohs,UNITED STATES,Modern/contemporary,1916,2000
Ben Weber,UNITED STATES,Modern/contemporary,1916,1979
Ruth Shaw Wylie,UNITED STATES,Modern/contemporary,1916,1989
Edward T. Cone,UNITED STATES,Modern/contemporary,1917,2004
Robert Erickson,UNITED STATES,Modern/contemporary,1917,1997
Lou Harrison,UNITED STATES,Modern/contemporary,1917,2003
Ulysses Kay,UNITED STATES,Modern/contemporary,1917,1995
Robert Ward,UNITED STATES,Modern/contemporary,1917,2013
Leonard Bernstein,UNITED STATES,Modern/contemporary,1918,1990
Howard Boatwright,UNITED STATES,Modern/contemporary,1918,1999
George Rochberg,UNITED STATES,Modern/contemporary,1918,2005
Joseph Willard Roosevelt,UNITED STATES,Modern/contemporary,1918,2008
Jacob Avshalomov,UNITED STATES,Modern/contemporary,1919,2013
Leon Kirchner,UNITED STATES,Modern/contemporary,1919,2009
Paul Manz,UNITED STATES,Modern/contemporary,1919,2009
Earl Kim,UNITED STATES,Modern/contemporary,1920,1998
John La Montaine,UNITED STATES,Modern/contemporary,1920,2013
Harold Shapero,UNITED STATES,Modern/contemporary,born 1920,
Douglas Allanbrook,UNITED STATES,Modern/contemporary,1921,2003
Jack Beeson,UNITED STATES,Modern/contemporary,1921,2010
William Bergsma,UNITED STATES,Modern/contemporary,1921,1994
Andrew Imbrie,UNITED STATES,Modern/contemporary,1921,2007
Ralph Shapey,UNITED STATES,Modern/contemporary,1921,2002
Romeo Cascarino,UNITED STATES,Modern/contemporary,1922,2002
Lukas Foss,UNITED STATES,Modern/contemporary,1922,2009
David N. Johnson,UNITED STATES,Modern/contemporary,1922,1987
Francis Thorne,UNITED STATES,Modern/contemporary,born 1922,
George Walker,UNITED STATES,Modern/contemporary,born 1922,
Ursula Mamlok,UNITED STATES,Modern/contemporary,born 1923,
Peter Mennin,UNITED STATES,Modern/contemporary,1923,1983
Ned Rorem,UNITED STATES,Modern/contemporary,born 1923,
Daniel Pinkham,UNITED STATES,Modern/contemporary,1923,2006
Mel Powell,UNITED STATES,Modern/contemporary,1923,1998
Mark Bucci,UNITED STATES,Modern/contemporary,1924,2002
Ezra Laderman,UNITED STATES,Modern/contemporary,born 1924,
Benjamin Lees,UNITED STATES,Modern/contemporary,1924,2010
Robert Starer,UNITED STATES,Modern/contemporary,1924,2001
Tony Acquaviva,UNITED STATES,Modern/contemporary,1925,1986
Robert Beadell,UNITED STATES,Modern/contemporary,1925,1994
Frank Lewin,UNITED STATES,Modern/contemporary,1925,2008
Kirke Mechem,UNITED STATES,Modern/contemporary,born 1925,
Gunther Schuller,UNITED STATES,Modern/contemporary,1925,2015
Paul W. Whear,UNITED STATES,Modern/contemporary,born 1925,
Earle Brown,UNITED STATES,Modern/contemporary,1926,2002
Richard Faith,UNITED STATES,Modern/contemporary,born 1926,
Morton Feldman,UNITED STATES,Modern/contemporary,1926,1987
Carlisle Floyd,UNITED STATES,Modern/contemporary,born 1926,
Lee Hoiby,UNITED STATES,Modern/contemporary,1926,2011
Ben Johnston,UNITED STATES,Modern/contemporary,1926,2019
William O. Smith,UNITED STATES,Modern/contemporary,1926,2020
David Tudor,UNITED STATES,Modern/contemporary,1926,1996
Dominick Argento,UNITED STATES,Modern/contemporary,born 1927,
John W. Downey,UNITED STATES,Modern/contemporary,1927,2004
Donald Erb,UNITED STATES,Modern/contemporary,1927,2008
Walter Hartley,UNITED STATES,Modern/contemporary,born 1927,
Janet Maguire,UNITED STATES,Modern/contemporary,born 1927,
Salvatore Martirano,UNITED STATES,Modern/contemporary,1927,1995
Richard Maxfield,UNITED STATES,Modern/contemporary,1927,1969
Richard Swift,UNITED STATES,Modern/contemporary,1927,2003
Samuel Adler,UNITED STATES,Modern/contemporary,born 1928,
Ruth Anderson,UNITED STATES,Modern/contemporary,1928,2019
T. J. Anderson,UNITED STATES,Modern/contemporary,born 1928,
James Cohn,UNITED STATES,Modern/contemporary,born 1928,
Jacob Druckman,UNITED STATES,Modern/contemporary,1928,1996
Nicolas Flagello,UNITED STATES,Modern/contemporary,1928,1994
Robert Helps,UNITED STATES,Modern/contemporary,1928,2001
Thea Musgrave,UNITED STATES,Modern/contemporary,born 1928,
George Crumb,UNITED STATES,Modern/contemporary,born 1929,
Leonard Kastle,UNITED STATES,Modern/contemporary,1929,2011
Charles Knox,UNITED STATES,Modern/contemporary,born 1929,
Robert Muczynski,UNITED STATES,Modern/contemporary,1929,2010
André Previn,UNITED STATES,Modern/contemporary,1929,2019
Yehudi Wyner,UNITED STATES,Modern/contemporary,born 1929,
Robert Ashley,UNITED STATES,Modern/contemporary,1930,2014
Larry Austin,UNITED STATES,Modern/contemporary,born 1930,
Robert Cogan,UNITED STATES,Modern/contemporary,born 1930,
Frederick A. Fox,UNITED STATES,Modern/contemporary,born 1931,
Richard Hundley,UNITED STATES,Modern/contemporary,born 1931,
Alvin Lucier,UNITED STATES,Modern/contemporary,born 1931,
Peter Westergaard,UNITED STATES,Modern/contemporary,born 1931,
Donald Martino,UNITED STATES,Modern/contemporary,1931,2005
John Towner Williams,UNITED STATES,Modern/contemporary,born 1932,
Leslie Adams,UNITED STATES,Modern/contemporary,born 1932,
Marvin David Levy,UNITED STATES,Modern/contemporary,born 1932,
Martin Mailman,UNITED STATES,Modern/contemporary,1932,2000
Pauline Oliveros,UNITED STATES,Modern/contemporary,born 1932,
Garland Anderson,UNITED STATES,Modern/contemporary,1933,2001
"Easley Blackwood, Jr.",UNITED STATES,Modern/contemporary,born 1933,
Pozzi Escot,UNITED STATES,Modern/contemporary,born 1933,
Morton Subotnick,UNITED STATES,Modern/contemporary,born 1933,
Robert T. Anderson,UNITED STATES,Modern/contemporary,1934,2009
Benjamin Boretz,UNITED STATES,Modern/contemporary,born 1934,
Bernard Rands,UNITED STATES,Modern/contemporary,born 1934,
James Tenney,UNITED STATES,Modern/contemporary,1934,2006
Richard Wernick,UNITED STATES,Modern/contemporary,born 1934,
Samuel Jones,UNITED STATES,Modern/contemporary,born 1935,
Terry Riley,UNITED STATES,Modern/contemporary,born 1935,
Peter Schickele,UNITED STATES,Modern/contemporary,born 1935,
Charles Shere,UNITED STATES,Modern/contemporary,born 1935,
Conrad Susa,UNITED STATES,Modern/contemporary,born 1935,
La Monte Young,UNITED STATES,Modern/contemporary,born 1935,
Harold Budd,UNITED STATES,Modern/contemporary,born 1936,
Stuart Dempster,UNITED STATES,Modern/contemporary,born 1936,
Steve Reich,UNITED STATES,Modern/contemporary,born 1936,
Robert Suderburg,UNITED STATES,Modern/contemporary,1936,2013
Jan Bach,UNITED STATES,Modern/contemporary,born 1937,
David Del Tredici,UNITED STATES,Modern/contemporary,born 1937,
Philip Glass,UNITED STATES,Modern/contemporary,born 1937,
Robert Moran,UNITED STATES,Modern/contemporary,born 1937,
Maryanne Amacher,UNITED STATES,Modern/contemporary,1938,2009
William Bolcom,UNITED STATES,Modern/contemporary,born 1938,
David Borden,UNITED STATES,Modern/contemporary,born 1938,
Paul Chihara,UNITED STATES,Modern/contemporary,born 1938,
Gloria Coates,UNITED STATES,Modern/contemporary,born 1938,
John Corigliano,UNITED STATES,Modern/contemporary,born 1938,
Alvin Curran,UNITED STATES,Modern/contemporary,born 1938,
John Harbison,UNITED STATES,Modern/contemporary,born 1938,
Frederic Rzewski,UNITED STATES,Modern/contemporary,born 1938,
Gregory Short,UNITED STATES,Modern/contemporary,1938,1999
Harvey Sollberger,UNITED STATES,Modern/contemporary,born 1938,
Joan Tower,UNITED STATES,Modern/contemporary,born 1938,
Charles Wuorinen,UNITED STATES,Modern/contemporary,1938,2020
Jon Appleton,UNITED STATES,Modern/contemporary,born 1939,
Tom Johnson,UNITED STATES,Modern/contemporary,born 1939,
Tomas Svoboda,UNITED STATES,Modern/contemporary,born 1939,
Ellen Taaffe Zwilich,UNITED STATES,Modern/contemporary,born 1939,
Margaret Brouwer,UNITED STATES,Modern/contemporary,born 1940,
Adrienne Albert,UNITED STATES,Modern/contemporary,born 1941,
Curtis Curtis-Smith,UNITED STATES,Modern/contemporary,1941,2014
Roger Lee Hall,UNITED STATES,Modern/contemporary,born 1942,
Meredith Monk,UNITED STATES,Modern/contemporary,born 1942,
Morten Lauridsen,UNITED STATES,Modern/contemporary,born 1943,
Robert Morris,UNITED STATES,Modern/contemporary,born 1943,
Joseph Schwantner,UNITED STATES,Modern/contemporary,born 1943,
William Albright,UNITED STATES,Modern/contemporary,1944,1998
Charles Amirkhanian,UNITED STATES,Modern/contemporary,born 1945,
Thomas Oboe Lee,UNITED STATES,Modern/contemporary,born 1945,
Thomas Pasatieri,UNITED STATES,Modern/contemporary,born 1945,
Peter Lieberson,UNITED STATES,Modern/contemporary,1946,2011
Jan Swafford,UNITED STATES,Modern/contemporary,born 1946,
John Coolidge Adams,UNITED STATES,Modern/contemporary,born 1947,
Roger Craig Vogel,UNITED STATES,Modern/contemporary,born 1947,
Gwyneth Walker,UNITED STATES,Modern/contemporary,born 1947,
Thomas Albert,UNITED STATES,Modern/contemporary,born 1948,
Richard Festinger,UNITED STATES,Modern/contemporary,born 1948,
William Ackerman,UNITED STATES,Modern/contemporary,born 1949,
Stephen Paulus,UNITED STATES,Modern/contemporary,1949,2014
